Symbol NQ #F Data

StartDate	StartTime	        Open	        High	         Low	       Close	Volume	Bid	Ask
20191219	120800	 8655.750000	 8656.250000	 8654.750000	 8655.000000	415		
20191219	120900	 8655.000000	 8655.000000	 8654.250000	 8654.250000	250		
20191219	121000	 8654.250000	 8654.500000	 8653.500000	 8654.000000	252		
20191219	121100	 8654.000000	 8654.750000	 8653.750000	 8654.500000	160		
20191219	121200	 8654.500000	 8654.750000	 8653.750000	 8653.750000	250		
20191219	121300	 8653.750000	 8654.500000	 8653.250000	 8654.500000	340		
20191219	121400	 8654.250000	 8654.250000	 8653.500000	 8654.000000	203		
20191219	121500	 8654.000000	 8655.750000	 8653.750000	 8654.500000	544		
20191219	121600	 8654.500000	 8656.000000	 8654.250000	 8655.750000	297		
20191219	121700	 8655.750000	 8655.750000	 8654.750000	 8655.000000	228		
20191219	121800	 8655.000000	 8655.750000	 8654.750000	 8655.750000	110		
20191219	121900	 8655.750000	 8657.750000	 8655.500000	 8656.750000	503		
20191219	122000	 8657.000000	 8657.750000	 8656.250000	 8657.500000	342		
20191219	122100	 8657.500000	 8657.750000	 8656.500000	 8656.750000	265		
20191219	122200	 8657.000000	 8657.750000	 8656.750000	 8657.250000	232		
20191219	122300	 8657.000000	 8657.250000	 8655.750000	 8655.750000	295		
20191219	122400	 8655.750000	 8655.750000	 8654.750000	 8655.500000	553		
20191219	122500	 8655.250000	 8655.250000	 8653.500000	 8654.000000	425		
20191219	122600	 8654.000000	 8654.250000	 8653.750000	 8654.000000	245		
20191219	122700	 8654.000000	 8654.250000	 8653.000000	 8653.250000	232		
20191219	122800	 8653.250000	 8654.000000	 8653.000000	 8653.250000	365		
20191219	122900	 8653.250000	 8653.500000	 8652.750000	 8652.750000	202		

Indicator AbleTrendTS Data

Date	Time	       BarUp	       BarDn	     BuyStop	    SellStop	On1	On2	On3	On4	         Buy	        Sell	        Exit	On5	On6	On7
20191219	 90000	            	            	            	            	false	false	false	false	            	            	            	false	false	false
20191219	 90100	            	            	            	            	false	false	false	false	            	            	            	false	false	false
20191219	 90200	   8576.0000	            	            	            	false	false	false	false	            	            	            	false	false	false
20191219	 90300	   8574.7500	            	            	            	false	false	false	false	            	            	            	false	false	false
20191219	 90400	   8617.2500	            	            	            	true	false	false	false	            	            	            	false	false	false
20191219	 90500	   8618.0000	            	   8615.9121	            	true	false	true	false	            	            	            	false	false	false
20191219	 90600	   8618.5000	            	   8615.9121	            	true	false	true	false	            	            	            	false	false	false
20191219	 90700	   8618.2500	            	   8615.9121	            	true	false	true	false	            	            	            	false	false	false
20191219	 90800	   8618.2500	   8572.7500	   8615.9121	   8574.9395	true	false	true	false	            	   8572.7500	            	false	false	false
20191219	 90900	   8618.0000	            	   8615.9121	   8574.9395	true	false	true	false	            	            	            	false	false	false
20191219	 91000	   8617.2500	            	   8615.9121	   8574.9395	true	false	true	false	            	            	            	false	false	false
20191219	 91100	   8575.7500	            	   8615.9121	            	false	false	true	false	   8575.2500	            	            	false	false	false
20191219	 91200	   8576.5000	            	   8615.9121	            	false	false	true	false	            	            	            	false	false	false
20191219	 91300	   8576.0000	            	   8615.9121	            	false	false	true	false	            	            	            	false	false	false
20191219	 91400	   8576.2500	            	   8615.9121	            	false	false	true	false	            	            	            	false	false	false
20191219	 91500	   8632.0000	            	   8615.9121	            	false	false	true	false	            	            	            	false	false	false
20191219	 91600	   8633.2500	            	   8615.9121	            	false	false	true	false	            	            	            	false	false	false
20191219	 91700	   8633.0000	            	   8616.7148	            	false	false	true	false	            	            	            	false	false	false
20191219	 91800	            	            	   8616.7148	            	false	false	true	false	            	            	            	false	false	false
20191219	 91900	   8576.0000	            	   8616.7148	            	false	false	true	false	            	            	            	false	false	false
20191219	 92000	            	            	   8616.7148	            	false	false	true	false	            	            	            	false	false	false
20191219	 92100	            	            	   8616.7148	            	false	false	true	false	            	            	            	false	false	false
20191219	 92200	   8618.7500	            	   8616.7148	            	true	false	true	false	            	            	            	false	false	false
20191219	 92300	   8619.7500	            	   8616.8418	            	true	false	true	false	            	            	            	false	false	false
20191219	 92400	   8620.0000	            	   8617.6318	            	true	false	true	false	            	            	            	false	false	false
20191219	 92500	   8619.7500	            	   8617.6318	            	true	false	true	false	            	            	            	false	false	false
20191219	 92600	   8620.5000	            	   8617.6318	            	true	false	true	false	            	            	            	false	false	false
20191219	 92700	   8620.2500	            	   8617.8008	            	true	false	true	false	            	            	            	false	false	false
20191219	 92800	   8634.0000	            	   8617.8008	            	false	false	true	false	            	            	            	false	false	false
20191219	 92900	   8639.0000	   8571.2500	   8617.8008	   8576.0322	false	false	true	false	            	   8572.5723	            	false	false	false
20191219	 93000	   8627.7500	            	   8617.8008	            	true	false	true	false	   8578.7578	            	            	false	false	false
20191219	 93100	   8631.2500	            	   8623.6172	            	true	false	true	false	            	            	            	false	false	false
20191219	 93200	   8633.7500	            	   8625.7119	            	true	false	true	false	            	            	            	false	false	false
20191219	 93300	   8636.2500	            	   8627.5176	            	true	false	true	false	            	            	            	false	false	false
20191219	 93400	   8587.2500	            	   8627.5176	            	false	false	true	false	            	            	            	false	false	false
20191219	 93500	   8588.2500	            	   8627.5176	            	false	false	true	false	            	            	            	false	false	false
20191219	 93600	   8585.5000	            	   8627.5176	            	false	false	true	false	            	            	            	false	false	false
20191219	 93700	   8589.2500	            	   8627.5176	            	false	false	true	false	            	            	            	false	false	false
20191219	 93800	   8590.2500	            	   8627.5176	            	false	false	true	false	            	            	            	false	false	false
20191219	 93900	            	            	   8627.5176	            	false	false	true	false	            	            	            	false	false	false
20191219	 94000	   8588.5000	            	   8627.5176	            	false	false	true	false	            	            	            	false	false	false
20191219	 94100	   8592.5000	            	   8627.5176	            	false	false	true	false	            	            	            	false	false	false
20191219	 94200	   8594.2500	            	   8627.5176	            	false	false	true	false	            	            	            	false	false	false
20191219	 94300	   8594.5000	            	   8627.5176	            	false	false	true	false	            	            	            	false	false	false
20191219	 94400	            	            	   8627.5176	            	false	false	true	false	            	            	            	false	false	false
20191219	 94500	   8597.2500	            	   8627.5176	            	false	false	true	false	            	            	            	false	false	false
20191219	 94600	   8599.5000	            	   8627.5176	            	false	false	true	false	            	            	            	false	false	false
20191219	 94700	   8602.7500	            	   8627.5176	            	false	false	true	false	            	            	            	false	false	false
20191219	 94800	   8604.0000	            	   8627.5176	            	false	false	true	false	            	            	            	false	false	false
20191219	 94900	   8652.2500	            	   8627.5176	            	false	false	true	false	            	            	            	false	false	false
20191219	 95000	   8653.5000	            	   8627.5176	            	false	false	true	false	            	            	            	false	false	false
20191219	 95100	   8600.0000	            	   8627.5176	            	false	false	true	false	            	            	            	false	false	false
20191219	 95200	   8602.7500	            	   8627.5176	            	false	false	true	false	            	            	            	false	false	false
20191219	 95300	   8603.0000	            	   8627.5176	            	false	false	true	false	            	            	            	false	false	false
20191219	 95400	            	            	   8627.5176	            	false	false	true	false	            	            	            	false	false	false
