Symbol NQ #F Data

StartDate	StartTime	        Open	        High	         Low	       Close	Volume	Bid	Ask
20191219	 90000	 8616.000000	 8616.250000	 8615.000000	 8616.250000	417		
20191219	 90300	 8616.250000	 8619.250000	 8616.250000	 8618.000000	713		
20191219	 90600	 8618.000000	 8618.500000	 8617.250000	 8617.500000	276		
20191219	 90900	 8617.500000	 8618.000000	 8616.000000	 8616.250000	347		
20191219	 91200	 8616.250000	 8618.250000	 8615.500000	 8617.250000	370		
20191219	 91500	 8617.250000	 8618.500000	 8617.000000	 8618.000000	294		
20191219	 91800	 8617.750000	 8618.000000	 8616.500000	 8617.250000	334		
20191219	 92100	 8617.250000	 8619.750000	 8617.250000	 8619.000000	473		
20191219	 92400	 8619.250000	 8620.500000	 8618.500000	 8620.000000	403		
20191219	 92700	 8620.000000	 8620.250000	 8617.750000	 8619.500000	860		
20191219	 93000	 8619.250000	 8633.750000	 8618.250000	 8633.500000	8374		
20191219	 93300	 8633.500000	 8636.250000	 8629.500000	 8632.000000	5464		
20191219	 93600	 8632.250000	 8633.500000	 8627.250000	 8632.000000	4035		
20191219	 93900	 8632.000000	 8635.750000	 8628.000000	 8629.500000	3732		
20191219	 94200	 8629.500000	 8632.250000	 8629.250000	 8631.500000	2136		
20191219	 94500	 8631.750000	 8632.000000	 8627.750000	 8629.750000	2381		
20191219	 94800	 8629.750000	 8633.250000	 8629.000000	 8632.500000	2324		
20191219	 95100	 8632.750000	 8633.000000	 8629.500000	 8630.750000	1549		
20191219	 95400	 8630.500000	 8632.750000	 8630.250000	 8632.500000	1409		
20191219	 95700	 8632.500000	 8634.250000	 8629.500000	 8630.750000	1907		
20191219	100000	 8630.750000	 8633.750000	 8629.500000	 8629.750000	1770		
20191219	100300	 8629.750000	 8631.500000	 8625.500000	 8626.750000	2530		
20191219	100600	 8626.500000	 8630.250000	 8626.500000	 8630.000000	1713		
20191219	100900	 8630.000000	 8630.000000	 8626.000000	 8627.750000	1472		
20191219	101200	 8627.750000	 8629.250000	 8627.000000	 8628.250000	1434		
20191219	101500	 8628.500000	 8630.000000	 8627.500000	 8628.250000	1127		
20191219	101800	 8628.500000	 8629.250000	 8624.500000	 8628.500000	2476		
20191219	102100	 8628.750000	 8629.250000	 8626.500000	 8628.250000	1292		
20191219	102400	 8628.000000	 8634.000000	 8628.000000	 8632.250000	2067		
20191219	102700	 8632.250000	 8639.000000	 8632.000000	 8638.250000	3348		
20191219	103000	 8638.500000	 8639.500000	 8635.750000	 8636.000000	2176		
20191219	103300	 8636.000000	 8636.500000	 8632.750000	 8633.750000	1491		
20191219	103600	 8634.000000	 8638.750000	 8633.250000	 8634.500000	2454		
20191219	103900	 8634.750000	 8636.000000	 8634.000000	 8635.750000	979		
20191219	104200	 8635.750000	 8638.500000	 8635.750000	 8637.500000	1406		
20191219	104500	 8637.500000	 8640.000000	 8637.500000	 8637.750000	2525		
20191219	104800	 8637.750000	 8638.750000	 8636.500000	 8637.000000	1032		
20191219	105100	 8637.000000	 8638.750000	 8636.500000	 8637.000000	1027		
20191219	105400	 8637.000000	 8638.250000	 8636.500000	 8637.000000	605		
20191219	105700	 8637.250000	 8638.000000	 8634.750000	 8635.000000	1004		
20191219	110000	 8634.750000	 8638.500000	 8634.500000	 8637.500000	970		
20191219	110300	 8637.500000	 8639.750000	 8636.500000	 8639.250000	1366		
20191219	110600	 8639.000000	 8642.250000	 8637.750000	 8641.750000	2373		
20191219	110900	 8642.000000	 8643.750000	 8639.250000	 8639.750000	1889		
20191219	111200	 8639.500000	 8639.750000	 8638.250000	 8639.000000	832		
20191219	111500	 8638.750000	 8641.250000	 8638.250000	 8640.000000	735		
20191219	111800	 8640.250000	 8646.250000	 8639.750000	 8645.500000	2314		
20191219	112100	 8645.250000	 8649.250000	 8644.000000	 8648.500000	2567		
20191219	112400	 8648.500000	 8649.500000	 8646.750000	 8647.750000	2000		
20191219	112700	 8648.000000	 8652.250000	 8647.750000	 8650.500000	1986		
20191219	113000	 8650.250000	 8653.500000	 8649.500000	 8653.250000	1649		
20191219	113300	 8653.250000	 8656.500000	 8653.000000	 8654.000000	2682		
20191219	113600	 8654.250000	 8654.500000	 8651.500000	 8652.250000	1707		
20191219	113900	 8652.250000	 8652.500000	 8649.250000	 8650.000000	1188		
20191219	114200	 8649.750000	 8650.000000	 8648.500000	 8648.750000	1075		
20191219	114500	 8649.000000	 8651.250000	 8649.000000	 8651.250000	874		
20191219	114800	 8651.250000	 8653.250000	 8650.750000	 8651.500000	955		
20191219	115100	 8651.500000	 8653.750000	 8651.000000	 8653.250000	883		
20191219	115400	 8653.250000	 8654.250000	 8652.500000	 8654.000000	763		
20191219	115700	 8654.250000	 8654.250000	 8651.750000	 8652.750000	1079		
20191219	120000	 8652.750000	 8655.250000	 8652.000000	 8655.000000	1552		
20191219	120300	 8655.250000	 8656.500000	 8654.500000	 8654.750000	1170		
20191219	120600	 8654.750000	 8656.250000	 8653.500000	 8655.000000	1511		
20191219	120900	 8655.000000	 8655.000000	 8653.500000	 8654.500000	662		
20191219	121200	 8654.500000	 8654.750000	 8653.250000	 8654.000000	793		
20191219	121500	 8654.000000	 8656.000000	 8653.750000	 8655.000000	1069		
20191219	121800	 8655.000000	 8657.750000	 8654.750000	 8657.500000	955		
20191219	122100	 8657.500000	 8657.750000	 8655.750000	 8655.750000	792		
20191219	122400	 8655.750000	 8655.750000	 8653.500000	 8654.000000	1223		
20191219	122700	 8654.000000	 8654.250000	 8652.750000	 8652.750000	799		

Indicator AbleTrendTS Data

Date	Time	       BarUp	       BarDn	     BuyStop	    SellStop	On1	On2	On3	On4	         Buy	        Sell	        Exit	On5	On6	On7
20191219	 90000	            	            	            	            	false	false	false	false	            	            	            	false	false	false
20191219	 90300	            	            	            	            	false	false	false	false	            	            	            	false	false	false
20191219	 90600	   8618.5000	   8546.7500	            	            	true	false	false	false	            	            	            	false	false	false
20191219	 90900	   8329.5000	   8612.5000	   8608.6748	            	false	false	false	false	            	            	            	false	false	false
20191219	 91200	   8619.2500	   8613.5000	   8610.9248	            	false	false	false	false	            	            	            	false	false	false
20191219	 91500	   8617.5000	   8613.2500	   8615.2373	            	false	false	true	false	            	            	            	false	false	false
20191219	 91800	   8617.0000	            	   8615.2373	            	false	false	true	false	            	            	            	false	false	false
20191219	 92100	   8617.0000	   8325.7500	   8615.4785	   8339.4297	false	false	true	false	            	   8326.2500	            	false	false	false
20191219	 92400	   8620.5000	   8328.5000	   8615.4785	   8339.4297	true	false	true	false	   8616.7500	            	            	false	false	false
20191219	 92700	   8620.5000	   8318.2500	   8615.4785	   8339.4297	false	false	true	false	            	            	            	false	false	false
20191219	 93000	   8633.7500	   8608.0000	   8615.4785	   8622.9199	true	false	true	false	            	   8610.8750	            	false	false	false
20191219	 93300	   8636.2500	   8270.7500	   8623.3115	   8304.0488	true	false	true	false	   8622.9199	            	            	false	false	false
20191219	 93600	   8603.2500	            	   8623.3115	   8304.0488	false	false	true	false	            	            	            	false	false	false
20191219	 93900	   8603.0000	   8602.5000	   8623.3115	   8627.6221	false	false	true	false	            	   8610.9248	            	false	false	false
20191219	 94200	   8602.7500	   8600.2500	   8624.8174	   8619.2012	false	false	true	false	            	            	            	false	false	false
20191219	 94500	   8632.0000	   8599.0000	   8624.8174	   8618.8486	true	false	true	false	            	   8602.3447	            	false	false	false
20191219	 94800	   8633.2500	   8597.2500	   8624.8174	   8617.1650	true	false	true	false	            	            	            	false	false	false
20191219	 95100	   8633.0000	   8597.2500	   8624.8174	   8616.0293	true	false	true	false	            	            	            	false	false	false
20191219	 95400	   8547.2500	            	   8624.8174	   8616.0293	false	false	true	false	   8546.7324	            	            	false	false	false
20191219	 95700	   8634.2500	   8596.2500	   8624.8174	   8615.4004	true	false	true	false	            	            	            	false	false	false
20191219	100000	   8547.2500	   8184.0000	   8624.8174	   8615.4004	false	false	true	false	            	            	            	false	false	false
20191219	100300	   8619.5000	   8602.0000	   8624.8174	   8615.4004	false	false	true	false	            	            	            	false	false	false
20191219	100600	   8630.2500	            	   8624.8174	   8615.4004	true	false	true	false	            	            	            	false	false	false
20191219	100900	   8630.0000	            	   8624.8174	   8615.4004	true	false	true	false	   8603.1777	            	            	false	false	false
20191219	101200	   8603.2500	            	   8624.8174	   8615.4004	false	false	true	false	            	            	            	false	false	false
20191219	101500	   8630.0000	            	   8624.8174	   8615.4004	true	false	true	false	            	            	            	false	false	false
20191219	101800	   8629.2500	            	   8624.8174	   8615.4004	true	false	true	false	            	            	            	false	false	false
20191219	102100	            	            	   8624.8174	   8615.4004	false	false	true	false	            	            	            	false	false	false
20191219	102400	   8634.0000	            	   8624.8174	   8615.4004	true	false	true	false	            	            	            	false	false	false
20191219	102700	   8639.0000	            	   8625.0020	   8615.4004	true	false	true	false	            	            	            	false	false	false
20191219	103000	   8639.5000	            	   8628.8330	   8615.4004	true	false	true	false	            	            	            	false	false	false
20191219	103300	   8604.2500	   8613.7500	   8628.8330	   8615.4004	false	false	true	false	            	   8613.9551	            	false	false	false
20191219	103600	            	   8608.0000	   8628.8330	   8615.4004	false	false	true	false	            	            	            	false	false	false
20191219	103900	   8636.0000	   8607.7500	   8630.3779	   8615.4004	true	false	true	false	            	            	            	false	false	false
20191219	104200	   8638.5000	   8545.7500	   8630.3779	   8615.4004	true	false	true	false	            	   8545.9600	            	false	false	false
20191219	104500	   8640.0000	   8545.5000	   8630.9063	   8615.4004	true	false	true	false	   8257.9170	            	            	false	false	false
20191219	104800	   8267.2500	            	   8630.9063	   8615.4004	false	false	true	false	            	            	            	false	false	false
20191219	105100	            	            	   8630.9063	   8615.4004	false	false	true	false	            	            	            	false	false	false
20191219	105400	   8638.2500	            	   8631.0801	   8615.4004	true	false	true	false	            	            	            	false	false	false
20191219	105700	            	            	   8631.0801	   8615.4004	false	false	true	false	            	            	            	false	false	false
20191219	110000	   8638.5000	   8605.5000	   8631.7998	   8614.5088	true	false	true	false	            	   8610.7705	            	false	false	false
20191219	110300	   8639.7500	   8602.5000	   8631.7998	   8614.5088	true	false	true	false	   8603.5830	            	            	false	false	false
20191219	110600	   8642.2500	   8602.0000	   8633.1387	   8609.6396	true	false	true	false	            	            	            	false	false	false
20191219	110900	   8643.7500	   8600.5000	   8634.2344	   8609.6396	true	false	true	false	            	            	            	false	false	false
20191219	111200	   8261.0000	   8600.5000	   8634.2344	   8609.6396	false	false	true	false	            	            	            	false	false	false
20191219	111500	   8641.2500	   8600.7500	   8634.2344	   8609.6396	true	false	true	false	            	            	            	false	false	false
20191219	111800	   8646.2500	   8545.2500	   8634.2344	   8609.6396	true	false	true	false	            	            	            	false	false	false
20191219	112100	   8649.2500	   8599.5000	   8637.9326	   8609.6396	true	false	true	false	            	            	            	false	false	false
20191219	112400	   8649.5000	   8599.7500	   8640.5205	   8609.2695	true	false	true	false	            	   8618.4121	            	false	false	false
20191219	112700	   8652.2500	   8544.5000	   8641.3184	   8609.2695	true	false	true	false	            	            	            	false	false	false
20191219	113000	   8653.5000	   8600.0000	   8643.0684	   8608.3555	true	false	true	false	            	            	            	false	false	false
20191219	113300	   8656.5000	   8222.5000	   8646.5283	   8608.3555	true	false	true	false	            	   8232.7930	            	false	false	false
20191219	113600	            	   8220.5000	   8646.5283	   8608.3555	false	false	true	false	            	            	            	false	false	false
