Symbol NQ #F Data

StartDate	StartTime	        Open	        High	         Low	       Close	Volume	Bid	Ask
20191219	113900	            	   8544.2500	   8646.5283	   8608.3555	false	false	true	false	            	            	            	false	false	false
20191219	114200	   8314.2500	            	   8646.5283	   8608.3555	false	false	true	false	   8292.6875	            	            	false	false	false
20191219	114500	   8651.2500	   8544.5000	   8646.5283	   8608.3555	true	false	true	false	            	            	            	false	false	false
20191219	114800	   8653.2500	   8544.5000	   8646.5283	   8608.3555	true	false	true	false	            	            	            	false	false	false
20191219	115100	   8653.7500	   8544.2500	   8646.5283	   8608.3555	true	false	true	false	            	            	            	false	false	false
20191219	115400	   8654.2500	   8602.5000	   8647.8076	   8608.3555	true	false	true	false	            	            	            	false	false	false
20191219	115700	   8305.5000	   8543.0000	   8647.8076	   8608.3555	false	false	true	false	            	            	            	false	false	false
20191219	120000	   8655.2500	   8541.7500	   8647.8076	   8608.3555	true	false	true	false	            	   8602.3623	            	false	false	false
20191219	120300	   8656.5000	   8541.5000	   8650.4951	   8608.3555	true	false	true	false	            	            	            	false	false	false
20191219	120600	            	   8540.7500	   8650.4951	   8608.3555	false	false	true	false	            	            	            	false	false	false
20191219	120900	            	   8540.7500	   8650.4951	   8608.3555	false	false	true	false	            	            	            	false	false	false
20191219	121200	   8308.7500	   8540.5000	   8650.4951	   8608.3555	false	false	true	false	   8605.0566	            	            	false	false	false
20191219	121500	   8656.0000	            	   8650.4951	   8608.3555	true	false	true	false	            	            	            	false	false	false
20191219	121800	   8657.7500	   8613.2500	   8650.9883	   8608.3555	true	false	true	false	            	            	            	false	false	false
20191219	122100	   8657.7500	   8600.7500	   8652.1094	   8608.3555	true	false	true	false	            	            	            	false	false	false
20191219	122400	   8316.5000	   8600.0000	   8652.1094	   8608.3555	false	false	true	false	            	            	            	false	false	false
20191219	122700	   8611.0000	   8600.0000	   8652.1094	   8543.0850	false	false	true	false	   8608.3555	            	            	false	false	false
